transaction_id,bill_id,date,store_id,store_location,customer_id,customer_segment,product_id,product_category,product_name,quantity,unit_price,payment_method,discount_applied,channel,line_revenue
TXN-2025-0009,BILL-1007,2025-04-12,S1,Downtown,C007,Regular,P401,Electronics,USB Cable,1,9.1,Cash,0.0,In-store,9.1
TXN-2025-0010,BILL-1008,2025-04-12,S2,Suburban,C002,Loyal,P501,Groceries,Rice 5kg,1,17.05,UPI,1.88,Online,15.170000000000002
TXN-2025-0011,BILL-1009,2025-04-12,S3,Uptown,C008,Regular,P104,Beverages,Mineral Water 1L,8,1.14,Cash,0.0,In-store,9.12
TXN-2025-0012,BILL-1010,2025-04-13,S1,Downtown,C009,Loyal,P208,Snacks,Nachos,3,5.12,Credit Card,0.47,In-store,14.889999999999999
TXN-2025-0013,BILL-1011,2025-04-13,S2,Suburban,C010,New,P303,Personal Care,Toothpaste,1,3.98,UPI,0.0,Online,3.98
TXN-2025-0014,BILL-1012,2025-04-13,S3,Uptown,C011,Regular,P105,Beverages,Energy Drink,3,5.68,Cash,0.0,In-store,17.04
TXN-2025-0015,BILL-1013,2025-04-14,S1,Downtown,C001,Regular,P209,Snacks,Cookies Pack,4,3.98,Credit Card,0.94,In-store,14.98
TXN-2025-0016,BILL-1014,2025-04-14,S2,Suburban,C012,Loyal,P502,Groceries,Wheat Flour 10kg,1,22.74,UPI,2.82,Online,19.919999999999998
TXN-2025-0017,BILL-1015,2025-04-14,S3,Uptown,C013,New,P304,Personal Care,Face Cream,1,13.64,Credit Card,1.88,In-store,11.760000000000002
TXN-2025-0018,BILL-1016,2025-04-15,S1,Downtown,C014,Regular,P106,Beverages,Apple Juice 1L,3,4.55,Cash,0.0,In-store,13.649999999999999
TXN-2025-0019,BILL-1017,2025-04-15,S2,Suburban,C005,Loyal,P210,Snacks,Peanuts,1,2.84,UPI,0.0,Online,2.84
TXN-2025-0020,BILL-1018,2025-04-15,S3,Uptown,C015,Regular,P402,Electronics,Phone Charger,1,13.64,Credit Card,0.94,In-store,12.700000000000001
TXN-2025-0021,BILL-1019,2025-04-16,S1,Downtown,C016,New,P107,Beverages,Coconut Water,4,3.41,Cash,0.47,In-store,13.17
TXN-2025-0022,BILL-1020,2025-04-16,S2,Suburban,C002,Loyal,P503,Groceries,Sugar 5kg,1,13.64,UPI,1.41,Online,12.23
TXN-2025-0023,BILL-1021,2025-04-16,S3,Uptown,C017,Regular,P305,Personal Care,Soap Bar,5,2.27,Cash,0.0,In-store,11.35
TXN-2025-0024,BILL-1022,2025-04-17,S1,Downtown,C018,Loyal,P211,Snacks,Granola Bar,3,4.55,Credit Card,0.47,In-store,13.179999999999998
TXN-2025-0025,BILL-1023,2025-04-17,S2,Suburban,C019,New,P108,Beverages,Lemonade,1,3.98,UPI,0.0,Online,3.98
TXN-2025-0026,BILL-1024,2025-04-17,S3,Uptown,C020,Regular,P403,Electronics,Earphones,1,17.05,Credit Card,1.88,In-store,15.170000000000002
TXN-2025-0027,BILL-1025,2025-04-18,S1,Downtown,C001,Regular,P212,Snacks,Popcorn,3,3.41,Cash,0.0,In-store,10.23
TXN-2025-0028,BILL-1026,2025-04-18,S2,Suburban,C021,Loyal,P504,Groceries,Cooking Oil 2L,1,20.46,UPI,2.35,Online,18.11
TXN-2025-0029,BILL-1027,2025-04-18,S3,Uptown,C022,New,P306,Personal Care,Deodorant,1,6.25,Credit Card,0.47,In-store,5.78
TXN-2025-0030,BILL-1028,2025-04-19,S1,Downtown,C023,Regular,P109,Beverages,Iced Tea,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0031,BILL-1029,2025-04-19,S2,Suburban,C005,Loyal,P213,Snacks,Trail Mix,1,6.82,UPI,0.94,Online,5.880000000000001
TXN-2025-0032,BILL-1030,2025-04-19,S3,Uptown,C024,Regular,P404,Electronics,Power Bank,1,28.42,Credit Card,2.82,In-store,25.6
TXN-2025-0033,BILL-1031,2025-04-20,S1,Downtown,C025,Loyal,P110,Beverages,Sports Drink,4,6.25,Cash,0.47,In-store,24.53
TXN-2025-0034,BILL-1032,2025-04-20,S2,Suburban,C026,New,P505,Groceries,Pasta 500g,3,5.12,UPI,0.0,Online,15.36
TXN-2025-0035,BILL-1033,2025-04-20,S3,Uptown,C027,Regular,P307,Personal Care,Hair Oil,1,7.96,Credit Card,0.94,In-store,7.02
TXN-2025-0036,BILL-1034,2025-04-21,S1,Downtown,C028,Regular,P214,Snacks,Pretzels,3,3.98,Cash,0.0,In-store,11.94
TXN-2025-0037,BILL-1035,2025-04-21,S2,Suburban,C002,Loyal,P111,Beverages,Coffee Beans 250g,1,13.64,UPI,1.88,Online,11.760000000000002
TXN-2025-0038,BILL-1036,2025-04-21,S3,Uptown,C029,New,P405,Electronics,HDMI Cable,1,11.37,Credit Card,0.94,In-store,10.43
TXN-2025-0039,BILL-1037,2025-04-22,S1,Downtown,C030,Loyal,P215,Snacks,Crackers,4,2.84,Cash,0.47,In-store,10.889999999999999
TXN-2025-0040,BILL-1038,2025-04-22,S2,Suburban,C031,Regular,P506,Groceries,Salt 1kg,1,2.27,UPI,0.0,Online,2.27
TXN-2025-0041,BILL-1039,2025-04-22,S3,Uptown,C032,New,P308,Personal Care,Moisturizer,1,15.92,Credit Card,2.35,In-store,13.57
TXN-2025-0042,BILL-1040,2025-04-23,S1,Downtown,C001,Regular,P112,Beverages,Herbal Tea,3,6.82,Cash,0.0,In-store,20.46
TXN-2025-0043,BILL-1041,2025-04-23,S2,Suburban,C005,Loyal,P216,Snacks,Dried Fruits,1,9.1,UPI,1.41,Online,7.6899999999999995
TXN-2025-0044,BILL-1042,2025-04-23,S3,Uptown,C033,Regular,P406,Electronics,Mouse Pad,1,5.68,Credit Card,0.0,In-store,5.68
TXN-2025-0045,BILL-1043,2025-04-24,S1,Downtown,C034,Loyal,P113,Beverages,Protein Shake,3,9.66,Cash,0.94,In-store,28.04
TXN-2025-0046,BILL-1044,2025-04-24,S2,Suburban,C035,New,P507,Groceries,Honey 500g,1,11.37,UPI,1.41,Online,9.959999999999999
TXN-2025-0047,BILL-1045,2025-04-24,S3,Uptown,C036,Regular,P309,Personal Care,Shaving Cream,1,7.39,Credit Card,0.47,In-store,6.92
TXN-2025-0048,BILL-1046,2025-04-25,S1,Downtown,C037,Regular,P217,Snacks,Corn Chips,3,3.98,Cash,0.0,In-store,11.94
TXN-2025-0049,BILL-1047,2025-04-25,S2,Suburban,C002,Loyal,P114,Beverages,Sparkling Water,5,2.84,UPI,0.47,Online,13.729999999999999
TXN-2025-0050,BILL-1048,2025-04-25,S3,Uptown,C038,New,P407,Electronics,Keyboard,1,39.79,Credit Card,4.7,In-store,35.089999999999996
TXN-2025-0051,BILL-1049,2025-04-26,S1,Downtown,C039,Loyal,P218,Snacks,Cereal Bar,4,4.55,Cash,0.94,In-store,17.259999999999998
TXN-2025-0052,BILL-1050,2025-04-26,S2,Suburban,C040,Regular,P508,Groceries,Oats 1kg,1,7.39,UPI,0.47,Online,6.92
TXN-2025-0053,BILL-1051,2025-04-26,S3,Uptown,C041,New,P310,Personal Care,Lip Balm,3,3.41,Credit Card,0.0,In-store,10.23
TXN-2025-0054,BILL-1052,2025-04-27,S1,Downtown,C001,Regular,P115,Beverages,Smoothie Mix,3,8.53,Cash,1.41,In-store,24.179999999999996
TXN-2025-0055,BILL-1053,2025-04-27,S2,Suburban,C005,Loyal,P219,Snacks,Rice Cakes,1,5.12,UPI,0.0,Online,5.12
TXN-2025-0056,BILL-1054,2025-04-27,S3,Uptown,C042,Regular,P408,Electronics,Wireless Mouse,1,20.46,Credit Card,1.88,In-store,18.580000000000002
TXN-2025-0057,BILL-1055,2025-04-28,S1,Downtown,C043,Loyal,P116,Beverages,Almond Milk,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0058,BILL-1056,2025-04-28,S2,Suburban,C044,New,P509,Groceries,Lentils 1kg,1,7.96,UPI,0.94,Online,7.02
TXN-2025-0059,BILL-1057,2025-04-28,S3,Uptown,C045,Regular,P311,Personal Care,Hand Sanitizer,4,2.84,Credit Card,0.0,In-store,11.36
TXN-2025-0060,BILL-1058,2025-04-29,S1,Downtown,C046,Regular,P220,Snacks,Beef Jerky,1,10.23,Cash,1.41,In-store,8.82
TXN-2025-0061,BILL-1059,2025-04-29,S2,Suburban,C002,Loyal,P117,Beverages,Kombucha,3,7.39,UPI,0.94,Online,21.229999999999997
TXN-2025-0062,BILL-1060,2025-04-29,S3,Uptown,C047,New,P409,Electronics,Laptop Stand,1,31.83,Credit Card,3.29,In-store,28.54
TXN-2025-0063,BILL-1061,2025-04-30,S1,Downtown,C048,Loyal,P221,Snacks,Protein Bar,3,6.25,Cash,0.47,In-store,18.28
TXN-2025-0064,BILL-1062,2025-04-30,S2,Suburban,C049,Regular,P510,Groceries,Peanut Butter,1,9.66,UPI,1.41,Online,8.25
TXN-2025-0065,BILL-1063,2025-04-30,S3,Uptown,C050,New,P312,Personal Care,Face Wash,1,8.53,Credit Card,0.94,In-store,7.59
TXN-2025-0066,BILL-1064,2025-04-30,S1,Downtown,C001,Regular,P118,Beverages,Ginger Ale,4,3.98,Cash,0.0,In-store,15.92
TXN-2025-0067,BILL-1065,2025-04-30,S2,Suburban,C005,Loyal,P222,Snacks,Sunflower Seeds,1,3.41,UPI,0.0,Online,3.41
TXN-2025-0068,BILL-1066,2025-04-30,S3,Uptown,C051,Regular,P410,Electronics,USB Hub,1,17.05,Credit Card,1.88,In-store,15.170000000000002
TXN-2025-0069,BILL-1067,2025-05-01,S1,Downtown,C052,Loyal,P119,Beverages,Matcha Latte,3,7.96,Cash,0.94,In-store,22.939999999999998
TXN-2025-0070,BILL-1068,2025-05-01,S2,Suburban,C053,New,P511,Groceries,Quinoa 500g,1,10.8,UPI,1.41,Online,9.39
TXN-2025-0071,BILL-1069,2025-05-01,S3,Uptown,C054,Regular,P313,Personal Care,Perfume,1,39.79,Credit Card,4.7,In-store,35.089999999999996
TXN-2025-0072,BILL-1070,2025-05-02,S1,Downtown,C055,Regular,P223,Snacks,Veggie Chips,3,5.12,Cash,0.47,In-store,14.889999999999999
TXN-2025-0073,BILL-1071,2025-05-02,S2,Suburban,C002,Loyal,P120,Beverages,Cold Brew Coffee,3,6.82,UPI,0.94,Online,19.52
TXN-2025-0074,BILL-1072,2025-05-02,S3,Uptown,C056,New,P411,Electronics,Screen Protector,3,9.1,Credit Card,0.0,In-store,27.299999999999997
TXN-2025-0075,BILL-1073,2025-05-03,S1,Downtown,C057,Loyal,P224,Snacks,Muffin,4,3.41,Cash,0.47,In-store,13.17
TXN-2025-0076,BILL-1074,2025-05-03,S2,Suburban,C058,Regular,P512,Groceries,Jam 300g,1,6.25,UPI,0.47,Online,5.78
TXN-2025-0077,BILL-1075,2025-05-03,S3,Uptown,C059,New,P314,Personal Care,Nail Polish,3,5.12,Credit Card,0.0,In-store,15.36
TXN-2025-0078,BILL-1076,2025-05-04,S1,Downtown,C001,Regular,P121,Beverages,Chai Tea,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0079,BILL-1077,2025-05-04,S2,Suburban,C005,Loyal,P225,Snacks,Tortilla Chips,3,3.98,UPI,0.47,Online,11.469999999999999
TXN-2025-0080,BILL-1078,2025-05-04,S3,Uptown,C060,Regular,P412,Electronics,Bluetooth Speaker,1,51.16,Credit Card,5.64,In-store,45.519999999999996
TXN-2025-0081,BILL-1079,2025-05-05,S1,Downtown,C061,Loyal,P122,Beverages,Fruit Smoothie,3,7.39,Cash,0.94,In-store,21.229999999999997
TXN-2025-0082,BILL-1080,2025-05-05,S2,Suburban,C062,New,P513,Groceries,Brown Sugar 1kg,1,5.12,UPI,0.0,Online,5.12
TXN-2025-0083,BILL-1081,2025-05-05,S3,Uptown,C063,Regular,P315,Personal Care,Eye Cream,1,20.46,Credit Card,2.82,In-store,17.64
TXN-2025-0084,BILL-1082,2025-05-06,S1,Downtown,C064,Regular,P226,Snacks,Gummy Bears,4,2.84,Cash,0.0,In-store,11.36
TXN-2025-0085,BILL-1083,2025-05-06,S2,Suburban,C002,Loyal,P123,Beverages,Soy Milk,3,4.55,UPI,0.47,Online,13.179999999999998
TXN-2025-0086,BILL-1084,2025-05-06,S3,Uptown,C065,New,P413,Electronics,Phone Case,1,13.64,Credit Card,1.41,In-store,12.23
TXN-2025-0087,BILL-1085,2025-05-07,S1,Downtown,C066,Loyal,P227,Snacks,Cheese Crackers,3,4.55,Cash,0.47,In-store,13.179999999999998
TXN-2025-0088,BILL-1086,2025-05-07,S2,Suburban,C067,Regular,P514,Groceries,Vinegar 500ml,1,3.98,UPI,0.0,Online,3.98
TXN-2025-0089,BILL-1087,2025-05-07,S3,Uptown,C068,New,P316,Personal Care,Hair Gel,1,7.39,Credit Card,0.47,In-store,6.92
TXN-2025-0090,BILL-1088,2025-05-08,S1,Downtown,C001,Regular,P124,Beverages,Cranberry Juice,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0091,BILL-1089,2025-05-08,S2,Suburban,C005,Loyal,P228,Snacks,Chocolate Cookies,4,3.41,UPI,0.47,Online,13.17
TXN-2025-0092,BILL-1090,2025-05-08,S3,Uptown,C069,Regular,P414,Electronics,Memory Card,1,22.74,Credit Card,2.35,In-store,20.389999999999997
TXN-2025-0093,BILL-1091,2025-05-09,S1,Downtown,C070,Loyal,P125,Beverages,Vitamin Water,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0094,BILL-1092,2025-05-09,S2,Suburban,C071,New,P515,Groceries,Mustard 250g,1,2.84,UPI,0.0,Online,2.84
TXN-2025-0095,BILL-1093,2025-05-09,S3,Uptown,C072,Regular,P317,Personal Care,Sunscreen,1,12.51,Credit Card,1.88,In-store,10.629999999999999
TXN-2025-0096,BILL-1094,2025-05-10,S1,Downtown,C073,Regular,P229,Snacks,Donuts,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0097,BILL-1095,2025-05-10,S2,Suburban,C002,Loyal,P126,Beverages,Chai Latte,3,6.25,UPI,0.94,Online,17.81
TXN-2025-0098,BILL-1096,2025-05-10,S3,Uptown,C074,New,P415,Electronics,Webcam,1,62.53,Credit Card,6.58,In-store,55.95
TXN-2025-0099,BILL-1097,2025-05-11,S1,Downtown,C075,Loyal,P230,Snacks,Breadsticks,3,3.98,Cash,0.0,In-store,11.94
TXN-2025-0100,BILL-1098,2025-05-11,S2,Suburban,C076,Regular,P516,Groceries,Soy Sauce 500ml,1,4.55,UPI,0.47,Online,4.08
TXN-2025-0101,BILL-1099,2025-05-11,S3,Uptown,C077,New,P318,Personal Care,Cotton Pads,4,2.27,Credit Card,0.0,In-store,9.08
TXN-2025-0102,BILL-1100,2025-05-12,S1,Downtown,C001,Regular,P127,Beverages,Peach Juice,3,4.55,Cash,0.47,In-store,13.179999999999998
TXN-2025-0103,BILL-1101,2025-05-12,S2,Suburban,C005,Loyal,P231,Snacks,Almonds,1,7.96,UPI,0.94,Online,7.02
TXN-2025-0104,BILL-1102,2025-05-12,S3,Uptown,C078,Regular,P416,Electronics,Tablet Stand,1,25.01,Credit Card,2.82,In-store,22.19
TXN-2025-0105,BILL-1103,2025-05-13,S1,Downtown,C079,Loyal,P128,Beverages,Milk Shake,3,6.82,Cash,0.94,In-store,19.52
TXN-2025-0106,BILL-1104,2025-05-13,S2,Suburban,C080,New,P517,Groceries,Maple Syrup 250ml,1,10.23,UPI,1.41,Online,8.82
TXN-2025-0107,BILL-1105,2025-05-13,S3,Uptown,C081,Regular,P319,Personal Care,Bath Bomb,3,6.25,Credit Card,0.47,In-store,18.28
TXN-2025-0108,BILL-1106,2025-05-14,S1,Downtown,C082,Regular,P232,Snacks,Valentine Chocolates,5,6.82,Cash,1.88,In-store,32.22
TXN-2025-0109,BILL-1107,2025-05-14,S2,Suburban,C002,Loyal,P129,Beverages,Rose Tea,3,6.25,UPI,0.47,Online,18.28
TXN-2025-0110,BILL-1108,2025-05-14,S3,Uptown,C083,New,P417,Electronics,Smart Watch,1,136.43,Credit Card,14.1,In-store,122.33000000000001
TXN-2025-0111,BILL-1109,2025-05-15,S1,Downtown,C084,Loyal,P233,Snacks,Cake Slice,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0112,BILL-1110,2025-05-15,S2,Suburban,C085,Regular,P518,Groceries,Olive Oil 500ml,1,13.64,UPI,1.88,Online,11.760000000000002
TXN-2025-0113,BILL-1111,2025-05-15,S3,Uptown,C086,New,P320,Personal Care,Massage Oil,1,9.66,Credit Card,0.94,In-store,8.72
TXN-2025-0114,BILL-1112,2025-05-16,S1,Downtown,C001,Regular,P130,Beverages,Hot Chocolate,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0115,BILL-1113,2025-05-16,S2,Suburban,C005,Loyal,P234,Snacks,Wafers,4,2.84,UPI,0.0,Online,11.36
TXN-2025-0116,BILL-1114,2025-05-16,S3,Uptown,C087,Regular,P418,Electronics,Gaming Headset,1,73.9,Credit Card,7.52,In-store,66.38000000000001
TXN-2025-0117,BILL-1115,2025-05-17,S1,Downtown,C088,Loyal,P131,Beverages,Buttermilk,3,3.41,Cash,0.0,In-store,10.23
TXN-2025-0118,BILL-1116,2025-05-17,S2,Suburban,C089,New,P519,Groceries,Chia Seeds 250g,1,7.39,UPI,0.94,Online,6.449999999999999
TXN-2025-0119,BILL-1117,2025-05-17,S3,Uptown,C090,Regular,P321,Personal Care,Razor Blades,3,4.55,Credit Card,0.0,In-store,13.649999999999999
TXN-2025-0120,BILL-1118,2025-05-18,S1,Downtown,C091,Regular,P235,Snacks,Ice Cream,3,6.25,Cash,0.47,In-store,18.28
TXN-2025-0121,BILL-1119,2025-05-18,S2,Suburban,C002,Loyal,P132,Beverages,Coconut Milk,3,5.12,UPI,0.47,Online,14.889999999999999
TXN-2025-0122,BILL-1120,2025-05-18,S3,Uptown,C092,New,P419,Electronics,SD Card Reader,1,15.92,Credit Card,1.41,In-store,14.51
TXN-2025-0123,BILL-1121,2025-05-19,S1,Downtown,C093,Loyal,P236,Snacks,Frozen Pizza,1,9.66,Cash,1.41,In-store,8.25
TXN-2025-0124,BILL-1122,2025-05-19,S2,Suburban,C094,Regular,P520,Groceries,Black Pepper 100g,1,3.98,UPI,0.0,Online,3.98
TXN-2025-0125,BILL-1123,2025-05-19,S3,Uptown,C095,New,P322,Personal Care,Foot Cream,1,7.96,Credit Card,0.94,In-store,7.02
TXN-2025-0126,BILL-1124,2025-05-20,S1,Downtown,C001,Regular,P133,Beverages,Grape Juice,3,5.12,Cash,0.47,In-store,14.889999999999999
TXN-2025-0127,BILL-1125,2025-05-20,S2,Suburban,C005,Loyal,P237,Snacks,Fruit Bars,3,4.55,UPI,0.47,Online,13.179999999999998
TXN-2025-0128,BILL-1126,2025-05-20,S3,Uptown,C096,Regular,P420,Electronics,Laptop Bag,1,36.38,Credit Card,3.76,In-store,32.620000000000005
TXN-2025-0129,BILL-1127,2025-05-21,S1,Downtown,C097,Loyal,P134,Beverages,Pineapple Juice,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0130,BILL-1128,2025-05-21,S2,Suburban,C098,New,P521,Groceries,Tomato Sauce 500g,1,3.98,UPI,0.0,Online,3.98
TXN-2025-0131,BILL-1129,2025-05-21,S3,Uptown,C099,Regular,P323,Personal Care,Aftershave,1,10.8,Credit Card,1.41,In-store,9.39
TXN-2025-0132,BILL-1130,2025-05-22,S1,Downtown,C100,Regular,P238,Snacks,Brownie,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0133,BILL-1131,2025-05-22,S2,Suburban,C002,Loyal,P135,Beverages,Espresso,4,3.98,UPI,0.47,Online,15.45
TXN-2025-0134,BILL-1132,2025-05-22,S3,Uptown,C101,New,P421,Electronics,Monitor Stand,1,31.83,Credit Card,3.29,In-store,28.54
TXN-2025-0135,BILL-1133,2025-05-23,S1,Downtown,C102,Loyal,P239,Snacks,Cheesecake,1,8.53,Cash,0.94,In-store,7.59
TXN-2025-0136,BILL-1134,2025-05-23,S2,Suburban,C103,Regular,P522,Groceries,Cumin Seeds 100g,1,2.84,UPI,0.0,Online,2.84
TXN-2025-0137,BILL-1135,2025-05-23,S3,Uptown,C104,New,P324,Personal Care,Hand Cream,1,6.82,Credit Card,0.47,In-store,6.3500000000000005
TXN-2025-0138,BILL-1136,2025-05-24,S1,Downtown,C001,Regular,P136,Beverages,Mango Juice,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0139,BILL-1137,2025-05-24,S2,Suburban,C005,Loyal,P240,Snacks,Muesli Bar,3,5.12,UPI,0.47,Online,14.889999999999999
TXN-2025-0140,BILL-1138,2025-05-24,S3,Uptown,C105,Regular,P422,Electronics,Cooling Pad,1,43.2,Credit Card,4.7,In-store,38.5
TXN-2025-0141,BILL-1139,2025-05-25,S1,Downtown,C106,Loyal,P137,Beverages,Strawberry Milk,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0142,BILL-1140,2025-05-25,S2,Suburban,C107,New,P523,Groceries,Sesame Oil 250ml,1,6.25,UPI,0.47,Online,5.78
TXN-2025-0143,BILL-1141,2025-05-25,S3,Uptown,C108,Regular,P325,Personal Care,Body Scrub,1,10.23,Credit Card,1.41,In-store,8.82
TXN-2025-0144,BILL-1142,2025-05-26,S1,Downtown,C109,Regular,P241,Snacks,Cupcake,4,4.55,Cash,0.94,In-store,17.259999999999998
TXN-2025-0145,BILL-1143,2025-05-26,S2,Suburban,C002,Loyal,P138,Beverages,Turmeric Latte,3,6.82,UPI,0.94,Online,19.52
TXN-2025-0146,BILL-1144,2025-05-26,S3,Uptown,C110,New,P423,Electronics,Stylus Pen,1,18.19,Credit Card,1.88,In-store,16.310000000000002
TXN-2025-0147,BILL-1145,2025-05-27,S1,Downtown,C111,Loyal,P242,Snacks,Candy Bar,5,2.27,Cash,0.0,In-store,11.35
TXN-2025-0148,BILL-1146,2025-05-27,S2,Suburban,C112,Regular,P524,Groceries,Flax Seeds 250g,1,5.12,UPI,0.47,Online,4.65
TXN-2025-0149,BILL-1147,2025-05-27,S3,Uptown,C113,New,P326,Personal Care,Lip Scrub,1,6.25,Credit Card,0.47,In-store,5.78
TXN-2025-0150,BILL-1148,2025-05-28,S1,Downtown,C001,Regular,P139,Beverages,Berry Smoothie,3,7.96,Cash,0.94,In-store,22.939999999999998
TXN-2025-0151,BILL-1149,2025-05-28,S2,Suburban,C005,Loyal,P243,Snacks,Toffee,6,1.71,UPI,0.0,Online,10.26
TXN-2025-0152,BILL-1150,2025-05-28,S3,Uptown,C114,Regular,P424,Electronics,Cable Organizer,3,7.96,Credit Card,0.47,In-store,23.41
TXN-2025-0153,BILL-1151,2025-06-01,S1,Downtown,C115,Loyal,P140,Beverages,Caramel Macchiato,3,7.39,Cash,0.94,In-store,21.229999999999997
TXN-2025-0154,BILL-1152,2025-06-01,S2,Suburban,C116,New,P525,Groceries,Coconut Oil 500ml,1,9.1,UPI,1.41,Online,7.6899999999999995
TXN-2025-0155,BILL-1153,2025-06-01,S3,Uptown,C117,Regular,P327,Personal Care,Face Mask,3,7.39,Credit Card,0.94,In-store,21.229999999999997
TXN-2025-0156,BILL-1154,2025-06-02,S1,Downtown,C118,Regular,P244,Snacks,Marshmallows,3,3.41,Cash,0.0,In-store,10.23
TXN-2025-0157,BILL-1155,2025-06-02,S2,Suburban,C002,Loyal,P141,Beverages,Mocha,3,6.82,UPI,0.94,Online,19.52
TXN-2025-0158,BILL-1156,2025-06-02,S3,Uptown,C119,New,P425,Electronics,Screen Cleaner,1,9.1,Credit Card,0.47,In-store,8.629999999999999
TXN-2025-0159,BILL-1157,2025-06-03,S1,Downtown,C120,Loyal,P245,Snacks,Danish Pastry,3,6.25,Cash,0.47,In-store,18.28
TXN-2025-0160,BILL-1158,2025-06-03,S2,Suburban,C121,Regular,P526,Groceries,Cinnamon Powder 50g,1,3.41,UPI,0.0,Online,3.41
TXN-2025-0161,BILL-1159,2025-06-03,S3,Uptown,C122,New,P328,Personal Care,Nail File,4,2.84,Credit Card,0.0,In-store,11.36
TXN-2025-0162,BILL-1160,2025-06-04,S1,Downtown,C001,Regular,P142,Beverages,Cappuccino,3,6.25,Cash,0.47,In-store,18.28
TXN-2025-0163,BILL-1161,2025-06-04,S2,Suburban,C005,Loyal,P246,Snacks,Caramel Popcorn,3,5.12,UPI,0.47,Online,14.889999999999999
TXN-2025-0164,BILL-1162,2025-06-04,S3,Uptown,C123,Regular,P426,Electronics,Ring Light,1,47.75,Credit Card,4.7,In-store,43.05
TXN-2025-0165,BILL-1163,2025-06-05,S1,Downtown,C124,Loyal,P143,Beverages,Flat White,3,6.25,Cash,0.47,In-store,18.28
TXN-2025-0166,BILL-1164,2025-06-05,S2,Suburban,C125,New,P527,Groceries,Dried Herbs 50g,1,4.55,UPI,0.47,Online,4.08
TXN-2025-0167,BILL-1165,2025-06-05,S3,Uptown,C126,Regular,P329,Personal Care,Teeth Whitening,1,17.05,Credit Card,2.35,In-store,14.700000000000001
TXN-2025-0168,BILL-1166,2025-06-06,S1,Downtown,C127,Regular,P247,Snacks,Eclair,3,5.12,Cash,0.0,In-store,15.36
TXN-2025-0169,BILL-1167,2025-06-06,S2,Suburban,C002,Loyal,P144,Beverages,Iced Coffee,3,5.68,UPI,0.47,Online,16.57
TXN-2025-0170,BILL-1168,2025-06-06,S3,Uptown,C128,New,P427,Electronics,Desk Lamp,1,39.79,Credit Card,4.23,In-store,35.56
TXN-2025-0171,BILL-1169,2025-06-07,S1,Downtown,C129,Loyal,P248,Snacks,Tiramisu,1,7.96,Cash,0.94,In-store,7.02
TXN-2025-0172,BILL-1170,2025-06-07,S2,Suburban,C130,Regular,P528,Groceries,Garlic Powder 50g,1,2.84,UPI,0.0,Online,2.84
TXN-2025-0173,BILL-1171,2025-06-07,S3,Uptown,C131,New,P330,Personal Care,Hair Spray,1,9.66,Credit Card,0.94,In-store,8.72
TXN-2025-0174,BILL-1172,2025-06-08,S1,Downtown,C001,Regular,P145,Beverages,Frappuccino,3,7.96,Cash,0.94,In-store,22.939999999999998
TXN-2025-0175,BILL-1173,2025-06-08,S2,Suburban,C005,Loyal,P249,Snacks,Fudge,3,4.55,UPI,0.47,Online,13.179999999999998
TXN-2025-0176,BILL-1174,2025-06-08,S3,Uptown,C132,Regular,P428,Electronics,Camera Tripod,1,54.57,Credit Card,5.64,In-store,48.93
TXN-2025-0177,BILL-1175,2025-06-09,S1,Downtown,C133,Loyal,P146,Beverages,Vanilla Latte,3,6.82,Cash,0.94,In-store,19.52
TXN-2025-0178,BILL-1176,2025-06-09,S2,Suburban,C134,New,P529,Groceries,Bay Leaves 20g,1,2.27,UPI,0.0,Online,2.27
TXN-2025-0179,BILL-1177,2025-06-09,S3,Uptown,C135,Regular,P331,Personal Care,Makeup Remover,1,8.53,Credit Card,0.94,In-store,7.59
TXN-2025-0180,BILL-1178,2025-06-10,S1,Downtown,C136,Regular,P250,Snacks,Croissant,3,5.12,Cash,0.47,In-store,14.889999999999999
TXN-2025-0181,BILL-1179,2025-06-10,S2,Suburban,C002,Loyal,P147,Beverages,Hazelnut Coffee,3,7.39,UPI,0.94,Online,21.229999999999997
TXN-2025-0182,BILL-1180,2025-06-10,S3,Uptown,C137,New,P429,Electronics,External SSD,1,96.64,Credit Card,9.4,In-store,87.24
TXN-2025-0183,BILL-1181,2025-06-11,S1,Downtown,C138,Loyal,P251,Snacks,Cinnamon Roll,3,5.68,Cash,0.47,In-store,16.57
TXN-2025-0184,BILL-1182,2025-06-11,S2,Suburban,C139,Regular,P530,Groceries,Baking Soda 250g,1,2.84,UPI,0.0,Online,2.84
TXN-2025-0185,BILL-1183,2025-06-11,S3,Uptown,C140,New,P332,Personal Care,Exfoliating Gloves,3,5.12,Credit Card,0.47,In-store,14.889999999999999
